host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,price_per_bedroom,num_amenities
1589,100.0,92.0,False,3,7,True,True,42.65429,-73.75986,7,0,2,1.0,1.0,1.0,93.0,2,180,1,1125,2.0,1125.0,23,47,77,166,102,3,2,166,11,18,1437.0,61.0,4.7,4.84,4.59,4.85,4.7,4.85,4.75,False,3,3,0,2.19,93.0,43
2714,100.0,67.0,False,2,4,True,True,42.66972,-73.79544,0,0,4,1.0,2.0,3.0,182.0,60,1125,60,1125,60.0,1125.0,0,4,34,308,4,0,0,150,0,0,1386.0,960.0,5.0,5.0,5.0,5.0,5.0,4.75,4.75,False,2,2,0,0.09,91.0,59
3550,100.0,97.0,False,19,19,True,True,42.65888,-73.74673,7,0,3,1.0,1.0,1.0,104.0,1,1125,1,1125,1.3,1125.0,28,50,80,196,89,16,3,196,12,96,1499.0,53.0,4.76,4.83,4.75,4.89,4.9,4.47,4.75,False,18,18,0,1.83,104.0,46
3152,100.0,96.0,True,1,1,True,True,42.66034,-73.77163,7,0,3,1.0,1.0,2.0,105.0,2,1125,2,1125,2.0,1125.0,0,11,11,11,185,25,4,11,37,150,1294.0,41.0,4.97,4.97,4.93,4.99,4.98,4.8,4.91,False,1,1,0,4.42,105.0,53
2626,89.0,13.0,True,9,9,True,True,42.65333,-73.76402,7,0,4,1.0,2.0,2.0,135.0,3,365,3,365,3.0,365.0,30,60,90,365,16,6,1,206,5,36,1493.0,42.0,4.56,4.56,4.38,4.75,4.81,4.81,4.5,False,8,8,0,0.33,67.5,45
3550,100.0,97.0,False,19,19,True,True,42.65901,-73.74748,7,0,2,1.0,1.0,1.0,108.0,1,1125,1,1125,1.3,1125.0,29,54,84,200,45,5,0,200,6,30,1447.0,357.0,4.62,4.8,4.89,4.91,4.82,4.38,4.56,False,18,18,0,0.96,108.0,49
1455,100.0,99.0,False,1,1,True,True,42.66064,-73.76074,19,0,2,1.0,1.0,1.0,65.0,1,1125,1,1125,1.0,1125.0,17,36,62,217,255,35,0,161,39,210,1453.0,92.0,4.75,4.84,4.92,4.81,4.89,4.22,4.7,False,1,1,0,5.4,65.0,41
1443,100.0,76.0,True,1,1,True,True,42.65969,-73.77564,7,0,2,1.0,1.0,1.0,89.0,7,1125,7,1125,7.0,1125.0,15,18,24,113,28,7,0,113,4,98,1362.0,87.0,4.96,4.96,4.82,5.0,5.0,4.96,4.86,False,1,1,0,0.63,89.0,45
1573,100.0,96.0,False,9,11,True,True,42.65061,-73.75006,7,0,2,1.0,1.0,1.0,138.0,4,365,4,1125,4.0,1125.0,30,53,83,262,9,1,0,199,2,8,1408.0,311.0,4.0,4.56,4.22,3.67,4.0,4.56,3.78,False,1,1,0,0.2,138.0,30
3550,100.0,97.0,False,19,19,True,True,42.65856,-73.74866,7,0,3,1.0,1.0,1.0,99.0,1,1125,1,1125,1.3,1125.0,25,48,78,194,78,10,2,194,11,60,1433.0,53.0,4.77,4.85,4.76,4.81,4.82,4.56,4.73,False,18,18,0,1.68,99.0,49
3431,100.0,100.0,True,3,3,True,True,42.65844,-73.74978,7,0,2,1.0,1.0,1.0,89.0,2,365,2,365,2.3,365.0,10,33,63,337,90,13,1,179,19,78,1376.0,52.0,4.77,4.89,4.64,4.93,4.92,4.48,4.8,False,3,3,0,2.02,89.0,44
2715,100.0,100.0,True,4,4,True,True,42.67812,-73.81724,15,1,1,1.0,1.0,1.0,45.0,3,180,1,1125,3.0,1125.0,13,25,41,220,11,1,0,157,0,6,1367.0,135.0,5.0,5.0,4.91,5.0,5.0,5.0,4.91,False,4,1,3,0.25,45.0,64
2847,100.0,99.0,True,9,17,True,True,42.63066,-73.77357,9,0,5,1.0,2.0,2.0,96.0,3,365,3,365,3.0,365.0,17,26,56,145,72,17,3,145,19,102,1389.0,46.0,4.89,4.92,4.92,4.93,4.99,4.72,4.82,False,9,9,0,1.6,48.0,51
3690,100.0,87.0,True,1,1,True,True,42.65641,-73.76413,2,0,2,1.0,0.1,1.0,75.0,1,27,1,1125,1.0,1125.0,15,32,61,61,320,83,8,61,97,255,1369.0,56.0,4.93,4.93,4.9,4.9,4.98,4.87,4.91,False,1,1,0,7.21,750.0,37
2393,99.0,97.0,True,24,38,True,True,42.65674,-73.79221,4,0,6,1.0,3.0,3.0,149.0,2,1125,2,1125,2.0,1125.0,24,39,52,224,135,25,2,161,30,150,1370.0,61.0,4.93,4.9,4.88,4.98,4.96,4.92,4.87,False,22,22,0,3.04,49.666666666666664,47
2393,99.0,97.0,True,24,38,True,True,42.67102,-73.79454,7,0,4,1.0,2.0,2.0,106.0,2,1125,2,1125,2.0,1125.0,25,25,25,25,89,17,1,25,15,102,1377.0,61.0,4.81,4.84,4.88,4.89,4.88,4.81,4.75,False,22,22,0,1.99,53.0,48
2393,99.0,97.0,True,24,38,True,True,42.66236,-73.79245,4,0,12,2.5,5.0,7.0,476.0,2,365,2,1125,2.0,1125.0,18,37,67,240,90,22,1,177,26,132,1369.0,67.0,4.97,4.97,4.97,4.98,4.94,4.93,4.91,False,22,22,0,2.03,95.2,39
2393,99.0,97.0,True,24,38,True,True,42.67242,-73.79292,7,0,4,1.0,2.0,2.0,120.0,1,365,1,365,1.0,365.0,0,1,1,1,85,14,0,1,30,84,1299.0,243.0,4.86,4.89,4.94,4.95,4.87,4.84,4.79,False,22,22,0,2.02,60.0,20
3550,100.0,97.0,False,19,19,True,True,42.65812,-73.74837,7,0,3,1.0,1.0,1.0,104.0,1,1125,1,1125,1.3,1125.0,28,50,80,196,76,12,3,196,15,72,1362.0,52.0,4.7,4.74,4.61,4.76,4.79,4.51,4.62,False,18,18,0,1.72,104.0,48
1832,100.0,99.0,True,3,3,True,True,42.65826,-73.76944,7,0,4,1.0,1.0,2.0,105.0,1,1125,1,1125,1.0,1125.0,6,13,34,289,205,41,3,131,48,246,1358.0,60.0,4.98,4.97,4.99,4.99,5.0,4.97,4.95,False,3,3,0,4.66,105.0,47
2393,99.0,97.0,True,24,38,True,True,42.64369,-73.7581,7,0,2,1.0,1.0,2.0,78.0,2,730,2,730,2.0,730.0,21,21,21,21,62,13,1,21,17,78,1338.0,61.0,4.81,4.84,4.87,4.84,4.81,4.37,4.77,False,22,22,0,1.43,78.0,37
1333,100.0,92.0,True,4,5,True,True,42.65824,-73.80114,10,0,8,1.5,4.0,4.0,205.0,1,28,1,28,1.0,28.0,18,40,70,249,158,35,0,185,53,210,1291.0,92.0,4.94,4.97,4.95,4.96,4.99,4.83,4.89,False,3,3,0,3.78,51.25,57
1333,100.0,92.0,True,4,5,True,True,42.65204,-73.76655,7,0,2,1.0,1.0,1.0,98.0,1,28,1,28,1.0,28.0,20,40,68,339,269,62,7,181,71,255,1312.0,41.0,4.89,4.91,4.81,4.96,4.97,4.78,4.86,False,3,3,0,6.33,98.0,46
3550,100.0,97.0,False,19,19,True,True,42.65913,-73.74722,7,0,5,2.0,2.0,2.0,135.0,1,1125,1,1125,1.3,1125.0,17,32,59,175,119,29,2,175,36,174,1313.0,53.0,4.66,4.78,4.61,4.73,4.82,4.39,4.63,False,18,18,0,2.8,67.5,48
4615,100.0,89.0,True,8,13,True,True,42.674675,-73.822861,1,0,8,2.0,4.0,4.0,343.0,1,1125,1,1125,1.3,1125.0,9,30,60,335,40,19,0,176,19,114,1216.0,94.0,4.98,4.98,4.98,5.0,4.98,4.98,4.95,False,8,8,0,1.02,85.75,76
3663,98.0,99.0,True,14,15,True,True,42.66261,-73.79026,4,0,2,1.0,1.0,2.0,83.0,1,1125,1,365,1.0,365.0,27,54,84,358,105,27,0,200,35,162,1131.0,70.0,4.75,4.78,4.77,4.87,4.94,4.82,4.72,False,11,11,0,2.88,83.0,44
3663,98.0,99.0,True,14,15,True,True,42.65422,-73.76996,9,0,2,1.0,1.0,2.0,110.0,1,1125,1,1125,1.0,412.2,1,25,55,329,69,9,0,171,11,54,1208.0,127.0,4.93,4.93,4.96,4.96,5.0,4.87,4.88,False,11,11,0,1.77,110.0,51
3663,98.0,99.0,True,14,15,True,True,42.65403,-73.77056,9,0,2,1.0,1.0,1.0,92.0,1,1125,1,1125,1.0,327.1,22,39,66,340,133,31,2,182,15,186,1286.0,55.0,4.9,4.96,4.88,4.95,4.96,4.81,4.86,False,11,11,0,3.19,92.0,49
2237,100.0,96.0,True,2,2,True,False,42.65594,-73.76591,9,0,9,2.0,2.0,5.0,144.0,1,730,1,730,1.0,730.0,14,33,56,325,243,40,1,168,45,240,1243.0,60.0,4.98,4.95,4.98,4.97,5.0,4.86,4.95,False,2,2,0,6.04,72.0,59
1334,100.0,98.0,True,1,1,True,True,42.65143,-73.76497,9,0,8,2.0,3.0,4.0,164.0,1,1125,1,1125,1.0,1125.0,11,21,41,303,224,82,6,147,79,255,1215.0,53.0,4.98,4.99,4.96,4.99,5.0,4.95,4.98,False,1,1,0,5.7,54.666666666666664,60
2847,100.0,99.0,True,9,17,True,True,42.65578,-73.78641,9,0,6,1.5,2.0,2.0,97.0,3,365,3,1125,3.0,1125.0,13,24,54,233,56,25,3,170,12,150,1025.0,46.0,4.93,4.93,4.91,4.96,4.98,4.82,4.89,False,9,9,0,1.7,48.5,49
2847,100.0,99.0,True,9,17,True,True,42.65905,-73.77964,7,0,3,1.0,1.0,1.0,77.0,3,365,3,1125,3.0,1125.0,14,20,50,325,57,13,2,166,16,78,1149.0,58.0,4.82,4.86,4.91,4.89,4.98,4.51,4.77,True,9,9,0,1.54,77.0,42
3550,100.0,97.0,False,19,19,True,True,42.65848,-73.76359,5,0,2,1.0,0.1,1.0,92.0,1,365,1,1125,1.3,1125.0,29,53,83,358,45,6,0,199,6,36,1216.0,116.0,4.69,4.78,4.58,4.87,4.78,4.04,4.62,False,18,18,0,1.15,920.0,37
1839,90.0,91.0,True,6,6,True,True,42.64441,-73.75647,7,0,2,1.0,1.0,1.0,118.0,13,365,13,365,13.0,365.0,0,0,28,302,13,2,0,144,4,52,1119.0,250.0,5.0,5.0,4.92,5.0,5.0,4.46,5.0,False,6,6,0,0.36,118.0,35
1655,100.0,99.0,True,16,26,True,True,42.66911,-73.79869,15,1,2,1.0,1.0,2.0,96.0,1,60,1,1125,1.0,1125.0,18,25,46,46,123,25,3,46,41,150,1108.0,42.0,4.97,4.93,5.0,4.88,4.97,4.94,4.94,False,15,4,11,3.45,96.0,75
3752,100.0,89.0,True,3,3,True,True,42.65314,-73.76787,7,0,4,1.0,2.0,2.0,214.0,60,90,2,1125,2.0,1125.0,0,3,27,90,11,3,0,27,4,255,1163.0,262.0,5.0,4.82,4.82,4.91,5.0,4.45,4.73,False,2,2,0,0.29,107.0,47
1333,100.0,92.0,True,4,5,True,True,42.65353,-73.7679,7,0,2,1.0,1.0,1.0,98.0,1,28,1,28,1.0,28.0,17,30,52,321,177,46,5,162,56,255,1166.0,52.0,4.9,4.97,4.85,4.95,4.95,4.78,4.88,False,3,3,0,4.7,98.0,51
4790,80.0,62.0,False,2,2,True,True,42.65547943115234,-73.76625061035156,5,0,3,1.0,2.0,3.0,135.0,5,61,4,61,4.0,61.0,28,51,81,260,8,2,0,197,2,20,985.0,149.0,5.0,5.0,4.75,4.88,5.0,5.0,4.88,False,1,1,0,0.25,67.5,61
1839,90.0,91.0,True,6,6,True,True,42.64489,-73.75731,7,0,2,1.0,1.0,1.0,133.0,13,365,13,365,13.0,365.0,0,3,33,307,10,2,0,149,5,52,1091.0,350.0,5.0,5.0,5.0,5.0,4.8,4.0,5.0,False,6,6,0,0.28,133.0,19
3550,100.0,97.0,False,19,19,True,True,42.64528,-73.75861,7,0,2,1.0,1.0,1.0,99.0,1,365,1,1125,1.3,1125.0,24,48,76,192,57,14,2,192,16,84,1136.0,51.0,4.75,4.88,4.75,4.95,4.88,4.56,4.63,False,18,18,0,1.56,99.0,47
3550,100.0,97.0,False,19,19,True,True,42.64558,-73.75928,7,0,2,1.0,1.0,1.0,98.0,1,365,1,1125,1.3,1125.0,29,50,50,262,57,10,1,103,14,60,1144.0,55.0,4.6,4.79,4.68,4.82,4.88,4.4,4.61,False,18,18,0,1.54,98.0,47
1839,90.0,91.0,True,6,6,True,True,42.64625,-73.75663,7,0,2,1.0,0.1,1.0,90.0,14,365,14,365,14.0,365.0,0,0,0,84,8,3,0,0,3,84,1061.0,233.0,4.75,4.88,4.88,5.0,5.0,4.5,4.63,False,6,6,0,0.23,900.0,19
4900,100.0,94.0,False,4,7,True,False,42.65389,-73.76538,7,0,2,1.0,1.0,1.0,130.0,2,29,2,1125,2.0,1125.0,0,7,37,216,6,3,0,153,5,18,850.0,269.0,5.0,5.0,4.83,4.83,5.0,4.67,4.33,True,3,3,0,0.22,130.0,28
3550,100.0,97.0,False,19,19,True,True,42.65752,-73.74743,7,0,2,1.0,1.0,1.0,104.0,1,365,1,1125,1.3,1125.0,29,54,84,359,51,8,0,200,15,48,1095.0,228.0,4.57,4.76,4.61,4.8,4.92,4.57,4.49,False,18,18,0,1.45,104.0,51
1116,100.0,50.0,False,2,2,True,True,42.6374547,-73.7716647,4,0,4,1.0,3.0,3.0,140.0,7,365,5,1125,5.0,1125.0,0,7,37,312,5,0,0,153,0,0,1097.0,664.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,2,2,0,0.14,46.666666666666664,54
1116,100.0,50.0,False,2,2,True,True,42.6378819,-73.7715269,4,0,4,1.5,4.0,3.0,125.0,14,1125,7,1125,7.0,1125.0,24,54,84,359,2,1,0,200,1,28,1098.0,339.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,2,2,0,0.06,31.25,59
1286,100.0,98.0,True,1,1,True,True,42.65541380925019,-73.76367520540953,7,0,4,1.0,1.0,2.0,109.0,2,1125,2,1125,2.0,1125.0,26,51,75,164,103,25,2,164,32,150,1083.0,52.0,4.9,4.91,4.82,4.95,4.99,4.88,4.83,False,1,1,0,2.95,109.0,44
1655,100.0,99.0,True,16,26,True,True,42.66758,-73.7992,15,1,2,1.5,1.0,1.0,60.0,1,60,1,1125,1.0,1125.0,14,23,44,44,136,34,2,44,39,204,1098.0,55.0,4.98,4.98,5.0,4.93,4.98,4.97,4.96,False,15,4,11,3.85,60.0,64
1655,100.0,99.0,True,16,26,True,True,42.66764,-73.79908,15,1,2,1.5,1.0,1.0,74.0,1,60,1,1125,1.1,1125.0,19,30,51,51,114,27,2,51,29,162,1094.0,53.0,4.93,4.92,4.96,4.94,4.96,4.96,4.93,False,15,4,11,3.24,74.0,67
4909,100.0,99.0,True,3,3,True,True,42.65405765037151,-73.76071299629517,0,0,2,1.0,1.0,1.0,84.0,1,21,1,21,1.1,21.0,14,34,53,317,266,88,10,162,94,255,1063.0,47.0,4.9,4.92,4.92,4.97,4.97,4.89,4.83,False,2,2,0,7.78,84.0,45
4680,100.0,89.0,False,1,2,True,True,42.67075,-73.79704,2,0,7,1.0,3.0,5.0,158.0,3,365,1,1125,3.0,1125.0,13,29,40,156,4,4,0,149,3,24,356.0,69.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,1,0,0.38,52.666666666666664,44
1839,90.0,91.0,True,6,6,True,True,42.64577,-73.7583,7,0,2,1.0,1.0,1.0,109.0,13,365,13,365,13.0,365.0,0,3,33,307,8,4,0,149,3,104,932.0,76.0,4.88,5.0,5.0,5.0,4.75,3.75,5.0,False,6,6,0,0.27,109.0,33
2393,99.0,97.0,True,24,38,True,True,42.67261,-73.79262,7,0,4,1.0,2.0,0.0,137.0,1,730,1,730,1.0,730.0,29,29,29,29,65,30,1,29,29,180,993.0,60.0,4.88,4.95,4.98,4.94,4.92,4.86,4.88,False,22,22,0,2.04,68.5,45
4251,100.0,97.0,True,3,3,True,True,42.65691,-73.78389,4,0,8,2.0,4.0,4.0,151.0,1,30,1,1125,1.1,774.0,17,29,52,312,232,80,4,157,94,255,973.0,52.0,4.91,4.92,4.89,4.97,4.94,4.63,4.82,False,3,3,0,7.44,37.75,47
1809,100.0,95.0,True,1,1,True,True,42.6513719,-73.7673156,7,0,2,1.0,1.0,1.0,101.0,2,130,2,130,2.0,130.0,6,14,44,310,64,31,2,152,37,186,683.0,50.0,4.98,5.0,4.97,5.0,5.0,4.61,4.97,False,1,1,0,2.97,101.0,53
878,50.0,67.0,False,4,4,True,True,42.65035,-73.76549,7,0,2,1.0,1.0,1.0,68.0,14,365,14,365,14.0,365.0,4,18,48,295,1,0,0,136,0,0,844.0,844.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,3,3,0,0.04,68.0,11
3591,100.0,99.0,True,11,13,True,True,42.64564,-73.75261,7,0,4,1.0,1.0,1.0,80.0,1,365,1,1125,2.2,1125.0,6,23,53,327,79,29,2,169,37,174,990.0,45.0,4.68,4.81,4.66,4.73,4.85,4.51,4.72,False,9,9,0,2.49,80.0,49
2393,99.0,97.0,True,24,38,True,True,42.66069,-73.78555,7,0,6,1.0,4.0,4.0,157.0,1,1125,1,1125,1.0,1125.0,8,8,8,8,46,8,0,8,12,48,977.0,137.0,4.61,4.54,4.74,4.65,4.83,4.3,4.57,False,22,22,0,1.47,39.25,49
3204,100.0,98.0,True,8,8,True,True,42.6543178,-73.7818222,15,1,1,1.0,1.0,1.0,60.0,2,1125,2,1125,2.0,1125.0,14,41,71,346,38,14,2,187,16,84,993.0,53.0,4.97,5.0,5.0,4.97,5.0,4.92,4.95,False,8,2,6,1.19,60.0,49
999,100.0,97.0,False,3,3,True,True,42.65569,-73.77685,7,0,2,1.0,1.0,1.0,90.0,2,365,1,365,1.7,365.0,5,24,54,329,17,11,1,170,7,66,932.0,55.0,4.71,4.82,4.47,4.71,4.82,4.71,4.59,False,3,3,0,0.57,90.0,42
3394,100.0,100.0,True,2,2,True,True,42.6496,-73.76792,7,0,2,1.0,1.0,1.0,77.0,2,1125,2,1125,2.0,1125.0,16,36,66,341,32,19,3,182,17,114,825.0,47.0,4.97,5.0,4.94,4.97,5.0,4.84,4.97,True,2,2,0,1.22,77.0,48
2286,100.0,75.0,False,1,1,True,True,42.64284,-73.77997,7,0,4,1.0,2.0,2.0,107.0,1,30,1,1125,1.0,1125.0,0,0,0,251,17,1,0,92,6,6,965.0,345.0,4.65,4.82,4.88,4.59,4.82,4.65,4.82,False,1,1,0,0.55,53.5,38
988,100.0,100.0,True,1,1,True,True,42.66648,-73.76831,7,0,4,1.0,2.0,2.0,115.0,2,1125,2,1125,2.0,1125.0,24,47,77,351,27,8,0,193,13,48,879.0,151.0,4.96,4.96,4.96,5.0,5.0,4.44,4.93,False,1,1,0,0.96,57.5,40
2272,95.0,90.0,True,2,2,True,False,42.64439384900326,-73.75975701534425,0,0,4,1.0,2.0,2.0,156.0,2,1125,2,1125,2.0,1125.0,11,31,57,332,84,31,1,173,45,186,872.0,68.0,4.82,4.89,4.85,4.93,4.96,4.58,4.79,False,2,2,0,3.02,78.0,52
2272,95.0,90.0,True,2,2,True,False,42.6444412,-73.75971410000001,0,0,4,1.0,2.0,2.0,97.0,2,365,2,1125,2.0,1125.0,24,48,76,351,88,45,2,192,55,255,823.0,60.0,4.81,4.8,4.83,4.91,4.89,4.63,4.78,False,2,2,0,3.36,48.5,54
3364,100.0,75.0,False,2,2,True,True,42.65259,-73.76732,16,1,1,1.0,1.0,1.0,47.0,5,365,5,365,5.0,365.0,13,34,59,231,17,2,0,168,3,20,928.0,140.0,4.94,4.88,4.71,4.94,5.0,4.88,4.88,False,2,0,2,0.57,47.0,42
2626,89.0,13.0,True,9,9,True,True,42.65534,-73.76461,7,0,2,1.0,1.0,1.0,65.0,7,365,7,365,7.0,365.0,0,0,0,158,14,2,0,0,4,28,965.0,108.0,5.0,4.86,4.93,5.0,4.93,5.0,4.79,False,8,8,0,0.45,65.0,42
2393,99.0,97.0,True,24,38,True,True,42.67261,-73.79262,7,0,4,1.0,2.0,2.0,140.0,2,365,2,365,2.0,365.0,16,16,16,16,51,20,2,16,20,120,873.0,53.0,4.96,4.96,4.84,4.98,4.9,4.92,4.88,False,22,22,0,1.83,70.0,37
3663,98.0,99.0,True,14,15,True,True,42.65405,-73.76953,7,0,2,1.0,1.0,1.0,98.0,1,1125,1,1125,1.0,547.2,11,12,12,262,45,12,0,104,24,72,943.0,75.0,4.91,4.91,4.84,4.98,5.0,4.84,4.89,True,11,11,0,1.49,98.0,16
4459,100.0,76.0,True,2,3,True,True,42.66117,-73.79091,15,1,1,1.0,1.0,1.0,77.0,1,10,1,10,1.0,10.0,5,25,54,54,31,20,0,54,22,120,959.0,182.0,5.0,4.97,4.94,4.97,5.0,4.94,5.0,False,2,0,2,1.01,77.0,54
2260,100.0,97.0,True,1,1,True,True,42.6601,-73.80719,4,0,2,1.0,1.0,1.0,63.0,1,90,5,90,5.0,90.0,16,41,71,250,62,17,2,187,21,102,928.0,57.0,4.89,4.94,4.9,4.98,4.98,4.95,4.87,False,1,1,0,2.09,63.0,37
942,91.0,92.0,False,1,1,True,True,42.66298,-73.81361,15,1,1,1.0,1.0,1.0,46.0,1,5,1,5,1.0,5.0,14,35,64,64,18,5,2,64,4,30,883.0,41.0,4.78,4.83,4.78,4.78,4.78,4.78,4.78,False,1,0,1,0.64,46.0,13
2626,89.0,13.0,True,9,9,True,True,42.65653,-73.76223,7,0,2,1.0,1.0,1.0,97.0,1,365,1,365,1.0,365.0,29,57,87,361,3,0,0,203,1,0,706.0,537.0,5.0,5.0,5.0,5.0,5.0,4.33,5.0,False,8,8,0,0.13,97.0,27
2626,89.0,13.0,True,9,9,True,True,42.65322,-73.76249,7,0,2,1.0,1.0,1.0,128.0,7,365,7,365,7.0,365.0,30,52,82,356,4,1,0,198,3,14,654.0,250.0,4.5,4.25,4.25,4.75,5.0,5.0,4.5,False,8,8,0,0.19,128.0,35
2293,100.0,83.0,True,1,2,True,True,42.6591503133547,-73.75431932508945,7,0,4,1.0,1.0,1.0,86.0,2,1125,2,1125,2.0,1125.0,3,3,17,253,36,3,0,133,5,18,895.0,311.0,4.75,4.89,4.86,4.86,4.86,4.25,4.64,False,1,1,0,1.26,86.0,53
1863,100.0,98.0,True,17,17,True,True,42.6653,-73.7943,4,0,8,2.0,3.0,4.0,227.0,1,365,1,1125,1.0,1125.0,15,36,66,341,110,46,3,182,52,255,871.0,53.0,4.95,4.95,4.95,4.92,4.94,4.79,4.88,False,17,4,13,3.96,75.66666666666667,54
2393,99.0,97.0,True,24,38,True,True,42.64409,-73.75709,7,0,4,1.5,2.0,0.0,128.0,1,365,1,365,1.0,365.0,0,0,0,0,67,20,1,0,25,120,928.0,61.0,4.82,4.82,4.9,4.9,4.84,4.18,4.76,False,22,22,0,2.26,64.0,19
3987,100.0,100.0,True,2,2,True,True,42.67283,-73.77367,7,0,6,1.0,3.0,3.0,91.0,3,1125,3,1125,3.0,1125.0,18,36,59,297,14,7,0,152,7,42,781.0,81.0,4.43,4.79,4.93,4.86,4.93,3.79,4.64,True,1,1,0,0.56,30.333333333333332,46
927,83.0,100.0,False,7,7,True,True,42.656329,-73.7752048,4,0,15,7.0,7.0,8.0,821.0,1,365,1,1125,1.0,1125.0,10,18,42,144,5,3,0,144,4,18,704.0,333.0,4.6,4.8,4.4,4.4,4.6,4.6,5.0,True,6,1,5,0.22,117.28571428571429,54
3260,100.0,100.0,False,2,9,True,True,42.65741,-73.78034,15,1,2,1.0,1.0,1.0,56.0,2,29,2,1125,2.1,1125.0,27,57,87,111,14,3,0,111,4,18,900.0,290.0,4.93,5.0,5.0,4.86,4.93,4.93,4.93,True,2,0,2,0.49,56.0,35
927,83.0,100.0,False,7,7,True,True,42.65751,-73.77409,11,1,2,1.0,1.0,1.0,163.0,1,365,1,1125,1.0,1125.0,19,37,65,178,6,1,0,178,2,6,711.0,277.0,4.33,4.83,4.5,4.67,4.17,4.67,4.17,True,6,1,5,0.27,163.0,38
3945,100.0,73.0,True,2,5,True,True,42.66691,-73.79338,7,0,6,2.0,3.0,3.0,125.0,14,365,14,365,14.0,365.0,14,26,56,330,3,2,0,172,2,56,758.0,250.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,2,2,0,0.12,41.666666666666664,23
2237,100.0,96.0,True,2,2,True,False,42.6702921,-73.7907283,4,0,10,1.0,3.0,4.0,146.0,1,730,1,730,1.0,730.0,11,22,45,308,20,14,2,152,8,84,480.0,58.0,5.0,4.9,5.0,4.95,4.95,4.95,5.0,False,2,2,0,1.35,48.666666666666664,70
927,83.0,100.0,False,7,7,True,True,42.656329,-73.775205,11,1,2,1.0,1.0,2.0,132.0,1,365,1,1125,1.0,1125.0,20,40,68,177,6,2,0,177,3,12,726.0,279.0,4.67,4.83,4.83,4.67,4.67,4.5,4.83,True,6,1,5,0.26,132.0,41
927,83.0,100.0,False,7,7,True,True,42.656329,-73.775205,11,1,2,1.0,1.0,1.0,128.0,1,365,1,1125,1.0,1125.0,20,34,62,174,9,2,0,174,5,12,731.0,261.0,4.44,4.56,4.67,4.78,4.11,4.22,4.22,True,6,1,5,0.39,128.0,46
2714,100.0,67.0,False,2,4,True,True,42.65613971519499,-73.79212237894535,7,0,4,1.0,2.0,2.0,86.0,30,365,30,365,30.0,365.0,0,0,20,109,1,1,0,109,0,60,74.0,74.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,False,2,2,0,0.81,43.0,30
3071,100.0,81.0,True,5,5,True,True,42.67144,-73.79033,16,1,2,1.0,1.0,1.0,45.0,7,365,7,365,7.0,365.0,22,52,82,356,17,7,1,198,2,98,714.0,40.0,4.82,4.82,4.88,4.71,4.76,4.82,4.82,False,5,0,5,0.75,45.0,38
3663,98.0,99.0,True,14,15,True,True,42.65258,-73.76917,7,0,2,1.0,1.0,1.0,92.0,1,1125,1,1125,1.0,387.9,18,44,74,348,40,10,1,190,6,60,890.0,65.0,4.73,4.83,4.75,4.73,4.93,4.8,4.8,False,11,11,0,1.41,92.0,15
2690,100.0,0.0,False,2,2,True,True,42.66109,-73.80479,15,1,1,1.0,1.0,1.0,52.0,2,1125,2,1125,2.0,1125.0,0,0,0,250,3,0,0,92,0,0,863.0,595.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,2,0,2,0.11,52.0,40
999,100.0,97.0,False,3,3,True,True,42.65613,-73.77469,7,0,5,1.0,2.0,2.0,91.0,1,365,1,365,1.0,365.0,26,46,74,348,32,15,2,190,4,90,878.0,46.0,4.56,4.56,4.53,4.72,4.78,4.63,4.63,False,3,3,0,1.14,45.5,41
2524,100.0,95.0,True,1,1,True,False,42.67076,-73.82612,4,0,9,2.0,5.0,5.0,246.0,2,28,2,1125,2.0,1125.0,19,38,68,330,103,40,4,175,44,240,858.0,40.0,4.94,4.95,4.92,5.0,4.96,4.88,4.86,False,1,1,0,3.76,49.2,55
1142,0.0,18.0,False,2,2,True,False,42.66008,-73.76977,7,0,4,1.0,2.0,2.0,137.0,3,365,3,365,3.0,365.0,30,52,82,356,6,2,0,198,5,12,682.0,373.0,4.33,4.5,4.5,4.5,4.83,3.83,4.17,False,2,2,0,0.28,68.5,9
