host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,price_per_bedroom,num_amenities
1142,0.0,18.0,False,2,2,True,False,42.65987,-73.77025,7,0,4,1.0,2.0,2.0,120.0,3,365,3,365,3.0,365.0,30,53,83,357,12,0,0,199,0,0,750.0,592.0,4.5,4.83,4.67,4.5,4.92,3.58,4.25,False,2,2,0,0.5,60.0,17
2626,89.0,13.0,True,9,9,True,True,42.65483,-73.76353,7,0,4,1.0,3.0,2.0,122.0,1,365,1,365,1.0,365.0,8,33,63,337,2,0,0,179,0,0,849.0,682.0,3.5,3.0,3.5,3.0,4.5,5.0,3.5,False,8,8,0,0.07,40.666666666666664,14
2224,100.0,98.0,True,1,2,True,True,42.63504,-73.79833,4,0,8,2.0,4.0,5.0,320.0,2,30,1,1125,1.4,1125.0,11,20,38,159,116,50,6,116,49,255,845.0,39.0,4.97,4.97,4.96,4.97,4.98,4.84,4.89,False,1,1,0,4.31,80.0,71
3529,100.0,94.0,True,1,2,True,True,42.67336,-73.78619,7,0,7,2.0,3.0,3.0,221.0,3,1125,3,1125,3.0,1125.0,0,0,0,158,19,4,0,0,7,24,825.0,174.0,4.68,4.79,4.74,4.68,4.84,4.42,4.68,True,1,1,0,0.72,73.66666666666667,36
4900,100.0,94.0,False,4,7,True,False,42.65432,-73.76531,7,0,4,2.0,2.0,0.0,270.0,2,28,2,28,2.0,28.0,0,0,0,155,2,1,0,92,1,6,515.0,150.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,3,3,0,0.13,135.0,32
3046,100.0,100.0,True,1,1,True,True,42.6446,-73.75885,17,1,3,1.0,1.0,2.0,86.0,1,30,1,1125,1.0,1125.0,20,28,57,327,174,83,5,168,90,255,832.0,40.0,4.98,4.96,4.98,4.99,5.0,4.71,4.95,True,1,0,1,6.57,86.0,73
3979,100.0,84.0,True,8,8,True,True,42.67177,-73.79464,15,1,1,1.5,1.0,1.0,61.0,4,89,4,89,4.0,89.0,3,3,3,85,16,10,1,85,8,80,717.0,56.0,5.0,5.0,5.0,4.94,5.0,4.88,4.88,False,8,1,7,0.71,61.0,48
3431,100.0,100.0,True,3,3,True,True,42.65817,-73.74935,7,0,2,1.0,1.0,1.0,89.0,2,365,3,365,3.7,365.0,25,43,73,347,22,8,1,189,8,48,785.0,61.0,4.82,4.82,4.77,4.91,4.91,4.64,4.86,False,3,3,0,0.88,89.0,43
2690,100.0,0.0,False,2,2,True,True,42.66128,-73.80548,15,1,1,1.0,1.0,1.0,52.0,3,1125,2,1125,2.0,1125.0,0,0,6,280,4,0,0,122,2,0,655.0,502.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,2,0,2,0.19,52.0,36
3663,98.0,99.0,True,14,15,True,True,42.65379,-73.76901,7,0,2,1.0,1.0,1.0,100.0,1,1125,1,1125,1.0,539.9,0,0,6,280,20,12,0,122,7,72,807.0,97.0,4.85,4.85,4.75,4.9,5.0,4.95,4.75,False,11,11,0,0.78,100.0,23
807,100.0,98.0,True,1,1,True,True,42.6599733,-73.7747433,7,0,3,1.0,1.0,1.0,64.0,2,90,2,1125,2.0,1125.0,22,44,74,253,61,18,0,190,31,108,791.0,152.0,4.8,4.85,4.87,4.77,4.87,4.62,4.62,False,1,1,0,2.43,64.0,24
1158,40.0,57.0,False,2,2,True,True,42.66246,-73.76576,16,1,1,1.0,1.0,2.0,36.0,1,1125,1,1125,1.0,1125.0,23,49,79,353,27,8,1,195,12,48,772.0,62.0,4.74,4.7,4.7,4.93,5.0,4.11,4.67,False,2,0,2,1.1,36.0,39
1158,40.0,57.0,False,2,2,True,True,42.6628771,-73.76534029999999,16,1,2,1.5,1.0,1.0,46.0,1,365,1,365,1.0,365.0,30,52,82,356,29,14,0,198,18,84,790.0,244.0,4.83,4.83,4.72,5.0,4.97,4.38,4.83,False,2,0,2,1.16,46.0,26
785,100.0,97.0,True,1,2,True,True,42.66087,-73.78655,4,0,11,2.0,5.0,6.0,200.0,2,90,2,1125,2.0,1125.0,28,44,71,250,53,14,1,187,20,84,759.0,53.0,4.79,4.87,4.85,4.92,4.91,4.75,4.85,False,1,1,0,2.2,40.0,53
3550,100.0,97.0,False,19,19,True,True,42.64787,-73.76707,7,0,5,1.0,2.0,2.0,140.0,1,365,1,365,1.4,365.0,21,41,71,345,49,13,0,187,26,78,759.0,141.0,4.78,4.76,4.73,4.76,4.86,4.61,4.65,False,18,18,0,2.04,70.0,49
4615,100.0,89.0,True,8,13,True,True,42.6652959,-73.7868778,7,0,5,2.0,1.0,2.0,239.0,1,730,1,730,1.0,730.0,30,60,90,269,18,4,0,206,11,24,767.0,221.0,5.0,5.0,5.0,5.0,5.0,4.89,4.94,False,8,8,0,0.74,239.0,57
1863,100.0,98.0,True,17,17,True,True,42.66217,-73.78299,4,0,8,1.0,4.0,4.0,203.0,1,365,1,1125,1.0,1125.0,28,49,79,353,66,34,4,194,41,204,734.0,53.0,4.77,4.88,4.92,4.92,4.92,4.59,4.8,False,17,4,13,2.84,50.75,54
755,100.0,48.0,True,4,6,True,True,42.6586,-73.75743,7,0,2,1.0,1.0,1.0,103.0,14,365,7,365,7.0,365.0,9,39,69,248,3,1,0,185,1,28,708.0,208.0,4.67,3.67,4.67,4.67,5.0,3.0,4.33,False,3,3,0,0.13,103.0,34
1276,100.0,98.0,True,3,3,True,False,42.67066,-73.79571,7,0,4,1.0,1.0,2.0,63.0,1,365,1,1125,3.0,1125.0,9,19,23,180,67,38,1,136,42,228,719.0,56.0,4.81,4.88,4.84,4.94,4.94,4.87,4.82,True,2,2,0,2.95,63.0,52
2393,99.0,97.0,True,24,38,True,True,42.67261,-73.79264,7,0,2,1.0,1.0,1.0,143.0,1,365,1,365,1.0,365.0,29,29,29,29,43,26,1,29,35,156,732.0,59.0,4.86,4.95,4.98,4.91,4.93,4.77,4.81,False,22,22,0,1.86,143.0,44
2393,99.0,97.0,True,24,38,True,True,42.67224,-73.79301,7,0,4,1.0,2.0,0.0,106.0,1,365,1,365,1.0,365.0,25,25,25,25,41,22,0,25,26,132,725.0,95.0,4.63,4.8,4.83,4.71,4.76,4.61,4.71,False,22,22,0,1.79,53.0,39
731,100.0,98.0,False,12,13,True,False,42.65867,-73.77479,20,1,2,1.0,1.0,1.0,165.0,1,365,1,365,1.0,365.0,14,33,60,233,2,0,0,173,0,0,683.0,564.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,12,1,11,0.09,165.0,17
731,100.0,98.0,False,12,13,True,False,42.6606,-73.77284,20,1,2,1.0,1.0,1.0,155.0,1,1125,1,1125,1.0,1125.0,19,34,60,233,7,2,0,173,6,12,648.0,274.0,5.0,4.86,5.0,5.0,4.86,5.0,4.86,True,12,1,11,0.34,155.0,22
731,100.0,98.0,False,12,13,True,False,42.65908,-73.77456,20,1,2,1.0,1.0,1.0,165.0,1,365,1,365,1.0,365.0,20,40,68,241,7,3,0,181,2,18,704.0,156.0,4.71,5.0,4.86,4.86,4.86,5.0,4.71,True,12,1,11,0.31,165.0,23
731,100.0,98.0,False,12,13,True,False,42.66043,-73.77432,20,1,2,1.0,1.0,1.0,165.0,1,365,1,365,1.0,365.0,20,38,66,239,2,2,0,179,2,12,318.0,278.0,4.5,5.0,5.0,5.0,5.0,4.0,5.0,True,12,1,11,0.21,165.0,23
731,100.0,98.0,False,12,13,True,False,42.65847,-73.77272,20,1,2,1.0,1.0,1.0,165.0,1,365,1,365,1.0,365.0,20,38,66,239,6,4,0,179,4,24,634.0,75.0,4.33,4.33,4.67,4.33,4.17,4.33,3.67,True,12,1,11,0.3,165.0,22
731,100.0,98.0,False,12,13,True,False,42.66036,-73.7729,3,0,6,2.0,3.0,4.0,313.0,1,365,1,365,1.0,365.0,21,39,63,217,16,7,0,160,11,42,708.0,197.0,4.88,4.69,4.69,4.81,4.75,4.88,4.69,True,12,1,11,0.72,104.33333333333333,42
3071,100.0,81.0,True,5,5,True,True,42.6708367,-73.7853116,15,1,1,1.0,1.0,1.0,50.0,7,365,7,365,7.0,365.0,27,57,87,362,25,11,0,203,15,154,722.0,90.0,4.84,4.92,4.76,4.92,5.0,4.96,4.88,False,5,0,5,1.09,50.0,42
3071,100.0,81.0,True,5,5,True,True,42.66974,-73.78611,15,1,1,1.0,1.0,1.0,39.0,5,365,2,365,5.0,365.0,1,28,58,332,34,14,1,174,23,140,725.0,46.0,5.0,4.97,4.82,4.85,4.97,4.97,4.91,False,5,0,5,1.48,39.0,36
2969,100.0,94.0,True,3,3,True,True,42.67398,-73.79126,7,0,4,1.0,2.0,2.0,162.0,3,365,3,365,3.0,365.0,29,59,89,268,9,7,0,205,8,42,453.0,150.0,5.0,5.0,5.0,4.78,5.0,4.89,4.89,False,1,1,0,0.65,81.0,48
2715,100.0,100.0,True,4,4,True,True,42.68001107488553,-73.81705995884008,15,1,2,1.0,1.0,1.0,58.0,3,365,3,365,3.0,365.0,0,9,38,38,6,3,0,38,3,18,694.0,99.0,5.0,5.0,5.0,5.0,5.0,5.0,4.83,False,4,1,3,0.27,58.0,64
3071,100.0,81.0,True,5,5,True,True,42.67034,-73.7851,15,1,2,2.0,1.0,1.0,54.0,7,365,7,365,7.0,365.0,0,0,23,297,19,12,1,139,17,168,550.0,46.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,5,0,5,1.11,54.0,34
4909,100.0,99.0,True,3,3,True,True,42.6541815,-73.76086049999999,7,0,4,1.0,2.0,2.0,104.0,1,30,1,1125,1.1,1125.0,15,24,47,304,172,90,4,146,102,255,698.0,56.0,4.92,4.96,4.89,4.97,4.98,4.92,4.9,False,2,2,0,7.81,52.0,46
2487,100.0,95.0,True,1,1,True,True,42.6549886,-73.79390939999999,4,0,4,1.0,2.0,2.0,126.0,1,365,1,1125,1.0,1125.0,13,13,13,88,118,60,4,25,73,255,698.0,57.0,4.98,4.96,4.97,4.98,4.97,4.91,4.93,False,1,1,0,5.36,63.0,54
2715,100.0,100.0,True,4,4,True,True,42.678962799458816,-73.81724461913109,4,0,3,1.0,1.0,2.0,116.0,3,365,3,365,3.0,365.0,0,0,0,246,19,12,0,88,18,72,601.0,212.0,4.84,4.84,4.74,5.0,4.79,4.95,4.68,False,4,1,3,1.01,116.0,61
2621,100.0,98.0,True,1,1,True,True,42.65241,-73.77002,7,0,2,1.0,1.0,1.0,89.0,1,1125,1,1125,1.0,1125.0,26,48,78,352,100,66,3,194,66,255,688.0,48.0,4.86,4.91,4.8,4.91,4.91,4.71,4.8,True,1,1,0,4.61,89.0,39
1713,100.0,85.0,True,1,1,True,True,42.67059,-73.81678,7,0,4,1.0,2.0,2.0,136.0,28,365,2,365,26.5,365.0,19,24,54,144,21,14,0,144,17,255,661.0,197.0,4.9,4.9,5.0,4.9,4.95,4.81,4.76,False,1,1,0,1.01,68.0,53
1655,100.0,99.0,True,16,26,True,True,42.66877,-73.79927,15,1,2,4.0,1.0,1.0,55.0,1,365,1,1125,1.0,1125.0,4,16,46,320,123,108,8,162,82,255,624.0,46.0,4.86,4.94,4.96,4.87,4.92,4.93,4.86,False,15,4,11,6.29,55.0,53
2355,100.0,97.0,False,1,7,True,True,42.65312775001394,-73.76950465142727,7,0,2,1.0,2.0,3.0,91.0,1,365,1,1125,1.0,1125.0,10,18,38,300,25,14,2,144,17,84,643.0,50.0,4.96,5.0,4.92,4.84,4.88,4.96,5.0,False,1,1,0,1.24,45.5,53
3089,100.0,50.0,False,1,1,True,True,42.66628,-73.76512,7,0,4,1.0,2.0,4.0,116.0,2,28,2,28,2.0,28.0,24,47,76,76,4,0,0,76,3,0,634.0,455.0,4.0,4.25,4.0,4.0,4.5,3.75,4.0,False,1,1,0,0.2,58.0,55
3331,100.0,90.0,True,1,1,True,True,42.65515515851637,-73.76052582647431,7,0,3,1.0,1.0,2.0,77.0,30,180,30,180,30.0,180.0,4,9,39,218,7,5,0,155,3,255,653.0,88.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,1,0,0.34,77.0,20
2847,100.0,99.0,True,9,17,True,True,42.67098,-73.80695,7,0,4,1.0,2.0,2.0,100.0,3,365,3,1125,3.0,1125.0,3,30,60,239,18,6,1,176,11,36,649.0,59.0,4.83,4.83,4.89,4.94,5.0,4.83,4.83,True,9,9,0,0.88,50.0,43
1060,100.0,100.0,True,1,5,True,True,42.64485687096462,-73.77281881169621,9,0,8,3.5,4.0,13.0,222.0,2,365,1,1125,2.0,1125.0,13,31,38,45,9,3,3,38,6,18,524.0,53.0,4.89,4.78,4.89,5.0,5.0,4.67,4.89,False,1,1,0,0.55,55.5,65
706,100.0,98.0,True,2,2,True,False,42.65762,-73.75116,7,0,2,1.0,1.0,1.0,90.0,1,120,1,1125,1.4,1125.0,12,30,52,191,35,24,3,136,27,144,638.0,46.0,4.94,4.91,4.86,4.94,4.86,4.8,4.86,False,2,2,0,1.75,90.0,45
3745,100.0,98.0,True,1,1,True,True,42.6555,-73.81066,4,0,6,2.0,3.0,3.0,163.0,2,21,2,1125,2.0,1125.0,17,30,56,223,55,45,5,160,41,255,516.0,52.0,5.0,4.98,4.98,5.0,5.0,4.96,5.0,False,1,1,0,3.44,54.333333333333336,57
3591,100.0,99.0,True,11,13,True,True,42.64534889999999,-73.75364650000002,7,0,12,3.0,4.0,4.0,196.0,1,365,1,1125,2.2,1125.0,22,38,68,342,64,44,4,184,39,255,627.0,44.0,4.81,4.86,4.84,4.86,4.91,4.53,4.77,False,9,9,0,3.25,49.0,57
1655,100.0,99.0,True,16,26,True,True,42.67003,-73.79771,15,1,1,3.0,1.0,1.0,51.0,1,365,1,1125,1.0,1125.0,0,0,22,296,64,33,4,138,41,198,622.0,53.0,4.86,4.86,4.91,4.88,4.89,4.89,4.84,False,15,4,11,3.28,51.0,33
1655,100.0,99.0,True,16,26,True,True,42.66971,-73.79755,15,1,1,3.0,1.0,1.0,51.0,1,365,1,1125,1.0,1125.0,26,53,79,353,70,41,5,195,40,246,620.0,42.0,4.87,4.8,4.91,4.81,4.86,4.9,4.83,False,15,4,11,3.6,51.0,61
1655,100.0,99.0,True,16,26,True,True,42.66873,-73.7993,15,1,2,3.0,1.0,1.0,59.0,1,365,1,1125,1.1,1125.0,0,16,46,317,22,6,0,159,10,36,619.0,182.0,5.0,5.0,4.95,5.0,5.0,4.95,4.95,False,15,4,11,1.13,59.0,52
3612,100.0,99.0,False,8,9,True,True,42.65539,-73.76416,7,0,3,1.0,0.1,1.0,70.0,1,365,1,1125,1.8,1125.0,22,33,33,33,41,29,0,33,27,174,620.0,69.0,4.71,4.78,4.61,4.8,4.83,4.78,4.73,True,7,7,0,2.11,700.0,44
719,100.0,82.0,False,2,3,True,True,42.6459,-73.75828,9,0,4,1.5,2.0,2.0,102.0,1,1125,1,1125,1.0,1125.0,3,14,40,40,1,1,0,40,0,6,175.0,175.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,False,2,1,1,0.22,51.0,42
1655,100.0,99.0,True,16,26,True,True,42.66792031298625,-73.79895760671212,15,1,2,3.0,1.0,1.0,56.0,1,365,1,365,1.0,365.0,24,45,74,253,16,0,0,190,8,0,607.0,501.0,5.0,5.0,4.94,5.0,5.0,4.94,5.0,False,15,4,11,0.84,56.0,52
1655,100.0,99.0,True,16,26,True,True,42.66996,-73.79816,15,1,2,3.0,1.0,1.0,67.0,1,365,1,365,1.0,365.0,27,48,76,350,86,48,5,192,67,255,613.0,46.0,4.93,4.93,4.9,4.95,4.97,4.92,4.98,False,15,4,11,4.48,67.0,52
3663,98.0,99.0,True,14,15,True,True,42.6535,-73.77046,7,0,2,1.0,1.0,1.0,79.0,1,1125,1,1125,1.0,371.2,24,44,74,348,61,33,1,190,48,198,606.0,56.0,4.75,4.87,4.59,4.93,4.95,4.9,4.74,False,11,11,0,3.22,79.0,14
2390,100.0,100.0,False,6,6,True,True,42.64714,-73.75466,7,0,2,1.0,0.1,1.0,65.0,1,14,1,14,1.0,14.0,19,33,63,237,142,96,5,174,111,255,588.0,47.0,4.64,4.79,4.79,4.85,4.83,3.87,4.56,False,6,6,0,7.73,650.0,39
3550,100.0,97.0,False,19,19,True,True,42.6586,-73.76421,7,0,3,1.0,1.0,1.0,107.0,1,365,1,365,1.0,365.0,25,47,77,193,21,16,1,193,15,96,599.0,60.0,4.76,4.71,4.67,4.43,4.81,4.14,4.57,False,18,18,0,1.12,107.0,40
3550,100.0,97.0,False,19,19,True,True,42.65971,-73.76382,7,0,3,1.0,1.0,1.0,107.0,1,365,1,1125,1.3,1125.0,28,51,81,355,29,17,1,197,24,102,592.0,67.0,4.59,4.76,4.79,4.66,4.72,4.1,4.72,False,18,18,0,1.57,107.0,39
910,100.0,95.0,True,3,3,True,False,42.66838,-73.77868,4,0,6,1.0,3.0,3.0,116.0,1,1125,1,1125,1.0,1125.0,1,3,11,11,83,54,3,11,68,255,592.0,53.0,4.86,4.82,4.83,4.95,4.95,4.39,4.81,False,1,1,0,4.49,38.666666666666664,49
2985,100.0,85.0,True,3,3,True,True,42.65711,-73.75133,7,0,4,2.0,2.0,2.0,91.0,14,365,14,365,14.0,365.0,3,10,39,39,2,2,0,39,2,56,351.0,319.0,4.5,4.5,4.0,5.0,5.0,5.0,4.5,False,1,1,0,0.19,45.5,47
3612,100.0,99.0,False,8,9,True,True,42.65447,-73.76078,7,0,3,1.0,0.1,1.0,67.0,1,365,1,1125,1.0,1125.0,23,50,50,50,48,29,0,50,40,174,563.0,72.0,4.79,4.75,4.6,4.83,4.85,4.88,4.73,True,7,7,0,2.74,670.0,48
2512,100.0,100.0,False,1,2,False,True,42.63976,-73.75705,7,0,4,1.0,2.0,2.0,115.0,1,1125,1,1125,1.0,1125.0,25,45,68,68,19,10,0,68,18,60,522.0,135.0,4.21,4.32,4.53,4.79,4.74,4.05,4.37,True,1,1,0,1.18,57.5,34
3490,100.0,83.0,False,2,2,True,False,42.64081,-73.77463,4,0,4,1.0,2.0,2.0,114.0,30,365,6,365,29.6,365.0,0,0,0,220,9,6,0,61,6,255,562.0,90.0,4.89,5.0,4.78,5.0,5.0,4.78,5.0,False,1,1,0,0.51,57.0,35
567,100.0,100.0,False,1,1,True,False,42.7149,-73.87649,15,1,4,1.5,1.0,1.0,101.0,2,365,2,365,2.0,365.0,29,59,89,268,1,1,0,205,1,6,264.0,264.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,0,1,0.13,101.0,16
3591,100.0,99.0,True,11,13,True,True,42.64418,-73.75316,9,0,16,4.0,5.0,5.0,337.0,1,365,1,1125,2.4,1125.0,6,21,51,325,18,13,1,167,13,78,510.0,61.0,4.61,4.72,4.44,4.89,4.67,4.67,4.61,True,9,9,0,1.14,67.4,60
3979,100.0,84.0,True,8,8,True,True,42.67096,-73.79514,15,1,1,1.5,1.0,1.0,51.0,4,89,4,89,4.0,89.0,0,11,41,130,12,10,0,130,10,80,532.0,150.0,5.0,5.0,5.0,4.92,5.0,5.0,5.0,False,8,1,7,0.73,51.0,49
636,100.0,96.0,True,1,1,False,True,42.67908,-73.79505,4,0,5,1.0,2.0,2.0,140.0,2,14,2,14,2.0,14.0,5,8,12,121,24,14,1,58,19,84,529.0,67.0,4.96,4.96,5.0,4.96,4.75,4.92,4.96,False,1,1,0,1.46,70.0,44
755,100.0,48.0,True,4,6,True,True,42.65975,-73.76311,7,0,4,1.0,1.0,1.0,70.0,14,365,14,365,14.0,365.0,29,32,62,241,1,1,0,178,1,28,235.0,235.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,3,3,0,0.15,70.0,31
2393,99.0,97.0,True,24,38,True,True,42.65988,-73.78486,7,0,4,1.0,2.0,2.0,136.0,2,365,2,365,2.0,365.0,30,30,30,30,17,11,1,30,15,66,478.0,60.0,4.59,4.71,4.53,4.94,4.94,4.41,4.41,False,22,22,0,1.16,68.0,40
2393,99.0,97.0,True,24,38,True,True,42.64409,-73.75709,7,0,2,1.5,1.0,0.0,76.0,2,365,2,365,2.0,365.0,19,19,19,19,64,49,1,19,46,255,504.0,60.0,4.83,4.92,4.95,4.91,4.88,4.42,4.8,False,22,22,0,4.11,76.0,39
2393,99.0,97.0,True,24,38,True,True,42.65269,-73.76567,7,0,2,1.0,0.1,1.0,88.0,2,365,2,365,2.0,365.0,21,43,48,48,45,32,0,48,34,192,494.0,76.0,4.96,4.98,5.0,5.0,4.98,4.78,4.96,False,22,22,0,2.95,880.0,33
2847,100.0,99.0,True,9,17,True,True,42.67008,-73.80691,7,0,5,1.0,2.0,2.0,94.0,3,365,3,365,3.0,365.0,11,24,47,226,28,25,0,163,24,150,459.0,148.0,4.86,4.89,4.89,4.93,4.96,4.82,4.79,True,9,9,0,1.99,47.0,35
3663,98.0,99.0,True,14,15,True,True,42.65289,-73.76834,4,0,2,1.0,1.0,0.0,90.0,1,1125,1,1125,1.0,387.9,18,42,72,346,50,36,1,188,38,216,494.0,60.0,4.64,4.7,4.58,4.82,4.88,4.78,4.6,False,11,11,0,3.28,90.0,11
1434,100.0,92.0,False,1,1,False,False,42.6564469,-73.7507251,7,0,5,1.0,1.0,0.0,99.0,2,365,2,365,2.0,365.0,9,33,61,334,11,6,1,175,7,36,481.0,67.0,4.73,5.0,4.55,5.0,4.91,4.73,4.91,True,1,1,0,0.74,99.0,52
1080,100.0,83.0,True,5,5,True,True,42.65348,-73.7637,7,0,2,1.0,1.0,2.0,74.0,1,365,1,365,1.0,365.0,25,40,70,159,14,11,0,159,7,66,466.0,105.0,4.86,4.93,4.93,4.93,5.0,4.79,4.79,False,2,2,0,0.98,74.0,39
1052,92.0,94.0,False,2,2,False,False,42.64885,-73.76523,7,0,4,1.0,1.0,1.0,90.0,2,365,2,365,2.0,365.0,28,49,79,168,38,30,0,168,37,180,439.0,109.0,4.92,4.97,4.82,4.97,4.89,4.82,4.95,False,2,2,0,2.84,90.0,25
1080,100.0,83.0,True,5,5,True,True,42.65194,-73.76526,7,0,4,1.0,1.0,2.0,87.0,1,365,1,365,1.0,365.0,25,40,70,159,28,17,0,159,20,102,473.0,90.0,4.86,5.0,4.86,4.82,4.96,4.93,4.82,False,2,2,0,1.93,87.0,46
4900,100.0,94.0,False,4,7,True,False,42.65314,-73.76546,7,0,2,1.0,1.0,1.0,90.0,2,365,2,365,2.0,365.0,0,0,0,250,6,4,0,92,5,24,465.0,149.0,3.83,4.0,4.17,4.83,4.67,4.5,3.83,False,3,3,0,0.42,90.0,24
4251,100.0,97.0,True,3,3,True,True,42.66901,-73.82402,9,0,4,1.0,2.0,0.0,165.0,1,365,1,365,1.0,365.0,22,38,68,342,49,42,3,184,36,252,455.0,53.0,4.86,4.92,4.88,4.94,4.9,4.8,4.84,False,3,3,0,3.52,82.5,32
3567,89.0,63.0,True,5,6,True,True,42.646032,-73.760482,7,0,2,1.0,1.0,0.0,64.0,3,365,3,365,3.0,365.0,0,4,18,196,4,3,0,133,2,18,410.0,150.0,4.75,4.75,5.0,5.0,5.0,5.0,4.5,False,2,2,0,0.32,64.0,43
3567,89.0,63.0,True,5,6,True,True,42.646032,-73.760482,4,0,2,1.5,1.0,0.0,94.0,3,365,3,365,3.0,365.0,0,0,0,82,5,3,0,19,4,18,457.0,108.0,5.0,5.0,4.4,5.0,5.0,4.2,5.0,False,2,2,0,0.36,94.0,54
3041,100.0,100.0,False,1237,2577,True,True,42.65783832009679,-73.75382158545102,9,0,5,1.0,2.0,3.0,135.0,2,1125,2,1125,2.2,1125.0,0,0,0,218,3,3,0,60,3,18,403.0,354.0,4.67,4.67,4.33,4.67,5.0,3.67,4.67,True,5,5,0,0.25,67.5,33
1280,100.0,86.0,False,1,1,True,False,42.674853495878494,-73.81692445092622,7,0,4,1.0,2.0,2.0,153.0,1,120,1,120,1.0,120.0,18,32,51,291,48,48,6,133,24,255,341.0,46.0,4.98,4.98,4.98,4.94,4.96,4.85,4.94,False,1,1,0,4.74,76.5,35
755,100.0,48.0,True,4,6,True,True,42.65909,-73.75691,7,0,2,1.0,2.0,1.0,70.0,14,365,14,365,14.0,365.0,1,8,17,196,2,1,1,133,1,28,440.0,63.0,4.0,3.5,5.0,3.0,4.0,2.5,4.0,False,3,3,0,0.15,35.0,34
2995,100.0,92.0,True,1,1,False,True,42.67105,-73.7995,7,0,2,1.0,1.0,1.0,72.0,7,730,7,1125,7.0,1125.0,0,8,27,301,6,3,0,143,5,42,416.0,95.0,5.0,5.0,5.0,5.0,5.0,5.0,4.83,False,1,1,0,0.47,72.0,33
2390,100.0,100.0,False,6,6,True,True,42.6524924,-73.7674361,7,0,4,1.0,1.0,3.0,88.0,1,365,1,365,1.0,365.0,10,32,55,232,56,50,4,169,37,255,436.0,60.0,4.82,4.79,4.86,4.89,4.93,4.29,4.75,False,6,6,0,4.21,88.0,40
443,100.0,98.0,True,2,2,True,True,42.66259,-73.7733,16,1,1,0.5,1.0,1.0,55.0,2,365,2,365,2.0,365.0,11,39,69,248,20,16,1,185,15,96,434.0,61.0,4.9,4.95,4.85,4.85,4.75,4.45,4.75,False,2,1,1,1.51,55.0,9
2390,100.0,100.0,False,6,6,True,True,42.65274,-73.76779,7,0,4,1.0,1.0,3.0,87.0,1,365,1,365,1.0,365.0,19,26,56,234,72,62,6,171,46,255,440.0,46.0,4.72,4.76,4.83,4.88,4.93,4.46,4.74,False,6,6,0,5.36,87.0,40
437,100.0,100.0,False,1,1,False,True,42.6586049,-73.76803290000001,7,0,3,1.0,1.0,1.0,95.0,2,90,2,90,2.0,90.0,22,47,77,256,11,10,0,193,9,60,429.0,109.0,4.73,5.0,4.55,5.0,4.82,4.91,4.73,False,1,1,0,0.84,95.0,11
1863,100.0,98.0,True,17,17,True,True,42.66428,-73.79249,15,1,1,1.5,1.0,1.0,52.0,28,365,28,365,28.0,365.0,1,1,1,156,2,2,0,93,2,112,319.0,230.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,False,17,4,13,0.21,52.0,47
3550,100.0,97.0,False,19,19,True,True,42.64727,-73.76758,7,0,3,1.0,1.0,1.0,107.0,1,365,1,365,1.0,365.0,18,35,65,340,14,14,1,181,10,84,382.0,54.0,4.36,4.57,4.71,4.64,4.21,4.5,4.21,False,18,18,0,1.22,107.0,43
411,100.0,93.0,False,3,4,True,True,42.64349,-73.75906,4,0,12,2.0,6.0,0.0,292.0,2,31,2,31,2.0,31.0,12,12,12,12,2,2,0,12,2,12,381.0,351.0,3.0,3.0,4.0,3.0,3.5,4.0,3.0,False,2,1,1,0.17,48.666666666666664,55
2393,99.0,97.0,True,24,38,True,True,42.65314,-73.7653,7,0,4,2.0,2.0,2.0,128.0,1,365,1,365,1.0,365.0,18,36,36,36,46,46,3,36,25,255,403.0,56.0,4.96,4.96,4.96,4.93,4.85,4.83,4.91,False,22,22,0,3.77,64.0,32
2393,99.0,97.0,True,24,38,True,True,42.64442,-73.77938,4,0,6,2.0,4.0,4.0,213.0,2,365,2,365,2.0,365.0,18,18,18,18,18,18,2,18,14,108,362.0,53.0,4.94,4.83,4.89,4.83,4.83,4.83,4.78,False,22,22,0,1.66,53.25,31
